ID,Date_time,Pitch_angle,Hub_temperature,Generator_converter_speed,Generator_speed,Generator_bearing_1_temperature,Generator_bearing_2_temperature,Generator_stator_temperature,Gearbox_bearing_1_temperature,Gearbox_bearing_2_temperature,Gearbox_inlet_temperature,Gearbox_oil_sump_temperature,Nacelle_angle,Nacelle_temperature,Absolute_wind_direction,Outdoor_temperature,Grid_frequency,Grid_voltage,Rotor_speed,Rotor_bearing_temperature,Absolute_wind_direction_c,Nacelle_angle_c,TARGET
495398,34351.0,-1.0,30.83,1099.33,1099.5,45.009998,43.93,61.790001,59.619999,61.869999,55.25,56.470001,220.59,31.469999,225.2,26.940001,49.990002,695.09003,10.44,38.73,225.2,220.59,151.360989
495404,34357.0,-1.0,31.0,1031.79,1031.88,49.27,47.450001,65.279999,62.869999,63.900002,57.549999,58.68,220.59,36.380001,234.34,27.870001,49.970001,686.39001,9.8000002,39.209999,234.34,220.59,111.244
495410,34363.0,33.82,31.0,741.56,741.21002,46.25,44.889999,61.419998,59.439999,63.150002,50.23,56.810001,242.73,35.669998,262.29001,28.129999,50.0,694.65002,7.0500002,39.5,262.29001,242.73,124.389
495416,34369.0,89.989998,31.0,5.7800002,6.0700002,48.200001,45.439999,60.439999,52.150002,55.790001,48.889999,54.27,266.67999,36.0,264.82999,27.08,50.0,688.5,0.02,37.689999,264.82999,266.67999,-1.3190000000000002
495422,34375.0,-1.0,31.15,1253.23,1253.55,48.630001,44.84,61.09,63.41,65.660004,56.150002,57.310001,293.03,39.139999,292.42001,26.209999,50.0,692.40002,11.91,38.0,292.42001,293.03,254.87100000000004
495428,34381.0,-1.0,31.98,1257.38,1257.73,43.900002,43.669998,59.700001,63.34,66.480003,57.68,59.049999,293.03,32.84,288.04999,24.49,49.990002,701.28998,11.95,38.580002,288.04999,293.03,247.578
495434,34387.0,-1.0,32.0,1255.34,1255.7,49.139999,45.209999,64.370003,59.98,63.830002,50.93,56.549999,293.03,35.799999,278.73999,23.889999,49.98,687.90997,11.93,39.299999,278.73999,293.03,245.037
495440,34393.0,-1.0,32.0,1042.6899,1042.87,46.360001,44.580002,61.509998,61.700001,63.380001,56.240002,57.549999,261.20001,36.610001,248.63,23.530001,50.0,693.46997,9.8999996,39.459999,248.63,261.20001,115.105
495446,34399.0,-1.0,32.0,1501.59,1502.35,43.880001,43.27,59.439999,63.490002,67.830002,52.16,57.869999,228.27,32.68,235.77,23.51,50.0,702.02002,14.29,39.540001,235.77,228.27,460.83501100000007
495452,34837.0,44.990002,28.0,3.05,0.0,44.939999,43.970001,55.66,44.240002,46.139999,43.68,47.09,345.70999,31.76,62.529999,18.35,50.049999,689.08002,0.0,31.549999,62.529999,345.70999,-1.418
495458,34843.0,44.990002,27.940001,3.1400001,1.87,42.860001,42.860001,54.009998,42.080002,44.389999,41.580002,45.82,345.70999,30.0,95.949997,18.1,49.990002,690.21002,0.0,30.700001,95.949997,345.70999,-1.44
495464,34849.0,44.990002,27.26,129.03,127.7,40.810001,40.34,51.349998,42.759998,43.700001,44.029999,45.34,98.760002,30.219999,88.629997,17.9,50.0,688.90002,1.21,30.5,88.629997,98.760002,-2.1769998900000003
495470,34855.0,-1.0,27.209999,943.23999,943.35999,39.27,36.720001,48.93,49.419998,49.75,45.450001,46.25,98.760002,31.049999,104.68,17.83,50.0,693.51001,8.9499998,30.83,104.68,98.760002,69.4440011
495476,34861.0,-1.0,28.0,981.40002,981.71997,43.509998,39.57,58.59,53.689999,53.84,47.599998,48.509998,111.74,32.669998,123.9,17.83,49.990002,694.14001,9.3199997,32.52,123.9,111.74,86.38400220000001
495482,34867.0,-1.0,28.0,926.78003,927.03998,45.23,41.860001,63.849998,52.889999,52.799999,48.16,49.639999,154.03,26.950001,173.92999,17.75,50.0,688.34998,8.8000002,33.16,173.92999,154.03,19.438
495488,34873.0,44.990002,27.120001,114.1,112.89,43.259998,41.599998,58.759998,48.130001,48.779999,47.91,48.93,164.61,31.82,157.2,17.73,49.98,682.96997,1.0700001,33.049999,157.2,164.61,-2.001
495494,34879.0,-1.01,27.0,926.59003,926.82001,43.869999,40.029999,55.77,51.919998,52.360001,48.259998,49.18,164.61,32.73,157.32001,17.42,50.029999,681.32001,8.79,32.580002,157.32001,164.61,25.641998900000004
495500,34885.0,-1.01,27.0,926.82001,927.0,46.77,44.290001,65.010002,52.869999,52.360001,49.029999,50.130001,143.75999,30.219999,134.36,18.6,49.990002,684.44,8.8000002,33.52,134.36,143.75999,1.629
495506,34891.0,-1.01,27.059999,926.94,927.03998,43.009998,43.130001,61.880001,52.650002,52.259998,49.509998,50.48,114.12,31.9,124.75,19.6,49.990002,679.76001,8.8000002,33.599998,124.75,114.12,-0.5269999890000001
495512,34897.0,-1.01,27.969999,926.79999,926.95001,39.630001,41.709999,58.98,52.560001,52.349998,49.68,50.799999,114.12,30.0,103.16,20.709999,50.0,683.66998,8.8000002,33.68,103.16,114.12,-1.61599989
495518,34903.0,44.990002,28.0,108.7,107.62,43.16,43.68,56.59,47.419998,48.43,48.299999,49.349998,114.12,33.099998,113.37,22.299999,50.0,683.20001,1.02,32.68,113.37,114.12,-2.045
495524,34909.0,-1.0,28.0,987.31,987.41998,46.259998,45.049999,63.16,55.529999,55.709999,50.25,51.34,137.17,35.200001,142.77,23.129999,50.0,691.22998,9.3699999,33.560001,142.77,137.17,79.22300000000001
495530,34915.0,-1.0,29.0,963.51001,963.60999,42.330002,42.790001,59.849998,56.34,56.849998,51.360001,52.48,122.43,33.5,121.96,24.469999,50.0,690.17999,9.1400003,34.419998,121.96,122.43,52.42700000000001
495536,34921.0,-1.0,29.0,1044.64,1044.87,43.389999,43.84,61.259998,58.880001,60.470001,53.349998,54.450001,144.85001,29.709999,138.24001,25.07,50.02,688.92999,9.9200001,35.099998,138.24001,144.85001,116.788
495542,34927.0,-1.0,29.0,1085.91,1086.17,47.700001,46.709999,64.989998,61.669998,63.73,55.450001,56.459999,163.50999,34.139999,157.89,26.059999,50.0,692.60999,10.32,35.990002,157.89,163.50999,140.515
495548,34933.0,-1.0,29.0,1278.35,1278.8199,47.68,46.459999,63.450001,64.779999,66.809998,57.540001,58.849998,146.64999,38.23,135.53,26.290001,49.990002,700.40997,12.15,36.91,135.53,146.64999,287.4860110000001
495554,34939.0,-1.0,29.99,1301.73,1302.1899,44.490002,44.060001,60.060001,61.16,65.190002,51.419998,57.299999,163.50999,34.84,155.75999,26.030001,49.990002,699.84003,12.38,37.549999,155.75999,163.50999,294.8670000000001
495560,34945.0,-1.0,30.0,1264.8199,1265.24,46.68,44.68,63.130001,61.349998,64.620003,55.669998,56.799999,170.09,32.049999,168.86,25.950001,49.98,695.32001,12.02,38.099998,168.86,170.09,263.34100000000007
495566,34951.0,-1.0,30.450001,1309.1899,1309.65,49.110001,47.259998,64.940002,64.07,66.190002,57.98,59.119999,161.32001,37.689999,163.94,25.68,50.0,693.15002,12.45,38.400002,163.94,161.32001,293.34900000000005
495572,34957.0,-1.0,31.0,1094.25,1094.46,45.849998,45.709999,61.959999,63.130001,65.769997,56.599998,59.75,161.32001,36.990002,175.97,24.73,50.0,692.40997,10.39,38.400002,175.97,161.32001,144.475
495578,34963.0,-1.0,31.0,1507.05,1507.77,43.580002,43.259998,59.299999,60.599998,65.849998,50.09,55.470001,161.32001,31.98,173.53,23.870001,49.990002,692.81,14.34,38.619999,173.53,161.32001,466.5219890000001
495584,34969.0,-1.0,31.0,1106.48,1106.7,48.889999,45.290001,65.089996,61.23,63.549999,54.959999,56.240002,161.32001,32.700001,179.41,23.629999,50.040001,698.44,10.51,39.220001,179.41,161.32001,152.384
495590,34975.0,-1.0,31.0,1792.76,1793.89,47.34,44.720001,65.650002,69.059998,72.68,51.93,59.299999,174.49001,31.52,170.28999,23.709999,50.009998,715.89001,17.08,39.91,170.28999,174.49001,953.8770110000002
495596,34981.0,-1.0,31.0,1779.2,1780.33,40.720001,42.279999,62.43,67.330002,71.739998,50.119999,58.07,174.95,27.639999,182.53999,22.68,50.060001,718.46002,16.950001,40.790001,182.53999,174.95,939.225
495602,34987.0,-1.0,31.0,1474.73,1475.46,47.32,44.060001,64.900002,62.369999,66.739998,49.860001,56.169998,200.83,31.76,194.85001,22.32,50.040001,722.41998,14.03,40.959999,194.85001,200.83,441.893
495608,34993.0,-1.0,31.0,1794.92,1796.12,45.470001,43.060001,64.660004,69.269997,72.279999,53.029999,59.119999,200.83,31.940001,200.23,22.01,50.009998,723.29999,17.1,41.029999,200.23,200.83,1070.059
495614,34999.0,-1.0,31.0,1698.22,1699.29,39.68,41.119999,60.110001,64.550003,69.669998,49.799999,56.720001,200.83,26.85,199.49001,21.610001,49.990002,720.71997,16.18,41.200001,199.49001,200.83,706.3000000000001
495620,35005.0,-1.0,30.780001,1785.51,1786.74,41.470001,41.560001,61.740002,65.220001,70.300003,49.040001,56.5,200.83,26.299999,197.37,20.879999,49.990002,725.37,17.01,41.200001,197.37,200.83,957.320011
495626,35011.0,-1.0,30.0,1788.6899,1789.92,37.52,39.400002,60.330002,65.699997,70.449997,48.799999,56.119999,200.83,25.02,197.52,20.27,49.98,727.27002,17.040001,41.299999,197.52,200.83,1026.729989
495632,35017.0,-1.0,30.0,1699.1801,1700.3,41.080002,41.049999,61.799999,63.68,69.389999,48.25,55.580002,200.83,25.42,198.33,20.09,50.009998,709.53003,16.190001,41.34,198.33,200.83,716.1669670000001
495638,35023.0,-1.0,29.360001,1553.1801,1554.2,45.549999,44.09,63.25,65.080002,69.57,50.830002,58.689999,200.83,28.02,197.5,20.0,50.009998,698.73999,14.79,41.040001,197.5,200.83,522.5010000000001
495644,35029.0,-1.0,29.0,1734.24,1735.59,46.990002,42.970001,64.910004,65.75,70.029999,50.68,56.880001,200.83,30.76,199.00999,21.17,49.970001,708.46997,16.52,40.779999,199.00999,200.83,781.2320000000001
495650,35035.0,-1.0,29.0,1304.0699,1304.66,47.990002,45.09,63.830002,65.57,67.800003,58.130001,59.43,200.83,35.73,200.41,21.809999,50.0,691.89001,12.4,40.68,200.41,200.83,287.45301100000006
495656,35041.0,-1.0,29.0,974.97998,975.13,45.18,43.650002,60.939999,59.259998,61.189999,54.900002,56.220001,200.83,34.27,217.38,24.549999,49.990002,682.44,9.2600002,39.900002,217.38,200.83,70.3789989
495662,35047.0,-1.0,29.0,1305.1,1305.6801,43.369999,43.389999,59.619999,64.629997,67.330002,58.080002,59.73,216.10001,33.189999,248.00999,24.870001,49.98,701.60999,12.41,39.799999,248.00999,216.10001,327.66901100000007
495668,35053.0,-1.0,29.0,1303.75,1304.29,44.759998,43.419998,61.450001,58.73,64.419998,47.720001,55.59,235.95,29.18,247.57001,24.76,49.990002,702.98999,12.4,39.950001,247.57001,235.95,293.4260000000001
495674,35059.0,-1.0,29.110001,1471.8199,1472.52,46.169998,45.09,63.049999,61.740002,66.870003,49.91,57.290001,255.71001,30.51,253.78,23.959999,50.0,708.27002,14.01,40.16,253.78,255.71001,450.6820000000001
495680,35065.0,-1.0,29.76,1610.13,1610.99,46.66,45.02,62.810001,66.959999,69.830002,57.560001,58.84,255.71001,36.459999,262.84,22.34,50.009998,699.29999,15.33,40.369999,262.84,255.71001,618.0799890000001
495686,35071.0,-1.0,29.1,1692.51,1693.53,43.220001,42.290001,60.790001,65.040001,69.110001,51.41,56.830002,261.20001,31.17,275.59,18.799999,50.0,717.57001,16.120001,40.709999,275.59,261.20001,780.7919670000001
495692,35077.0,-1.0,29.0,1524.3,1525.15,43.240002,41.959999,59.93,66.160004,69.43,56.68,58.240002,234.86,31.41,226.64999,18.110001,49.990002,709.15997,14.51,40.599998,226.64999,234.86,496.8160000000001
495698,35083.0,-1.0,29.0,1124.9301,1125.42,42.16,41.77,59.23,62.93,66.089996,57.599998,59.200001,195.34,28.780001,195.42999,18.4,50.0,693.04999,10.69,39.5,195.42999,195.34,164.968
495704,35089.0,-1.0,29.0,1433.98,1434.9301,47.580002,43.25,64.260002,61.189999,66.029999,50.900002,56.889999,195.34,31.309999,215.99001,18.66,49.98,697.95001,13.65,39.400002,215.99001,195.34,398.80598900000007
495710,35095.0,-1.0,29.0,1640.49,1641.76,46.580002,43.509998,63.189999,68.43,71.290001,55.259998,59.560001,221.67999,33.400002,220.46001,18.41,49.98,705.06,15.62,39.84,220.46001,221.67999,628.3320000000001
495716,35101.0,-1.0,28.280001,1665.63,1666.95,43.57,41.200001,61.349998,64.470001,69.050003,50.66,56.380001,221.67999,29.709999,229.87,18.299999,49.98,709.01001,15.87,39.830002,229.87,221.67999,660.4849780000001
495722,35107.0,-1.0,28.0,1644.89,1646.2,42.200001,41.040001,59.560001,66.580002,69.779999,56.880001,58.459999,221.67999,29.5,228.11,18.1,49.990002,703.17999,15.67,39.610001,228.11,221.67999,637.374033
495728,35113.0,-1.0,27.969999,1468.59,1469.65,43.119999,41.16,60.779999,62.049999,66.849998,55.279999,56.689999,221.67999,25.27,227.57001,17.799999,50.009998,699.84998,13.98,39.200001,227.57001,221.67999,430.574
495734,35119.0,-1.0,27.219999,1565.79,1567.01,46.0,42.919998,63.720001,61.290001,67.860001,48.639999,56.630001,225.71001,26.610001,250.78,17.719999,50.02,707.23999,14.91,39.02,250.78,225.71001,534.4910000000001
495740,35125.0,-1.0,27.0,1715.08,1716.52,45.919998,41.669998,63.919998,64.599998,69.169998,50.490002,55.939999,240.34,30.32,242.0,17.17,50.060001,712.63,16.34,39.290001,242.0,240.34,731.4900220000002
495746,35131.0,-1.0,27.0,1617.64,1618.95,43.709999,41.450001,62.580002,67.040001,70.82,52.240002,58.369999,240.34,29.860001,236.49001,16.4,50.009998,706.81,15.41,39.599998,236.49001,240.34,595.529989
495752,35137.0,-1.0,26.030001,1620.15,1621.47,40.369999,39.860001,59.0,64.910004,69.080002,55.310001,57.02,240.34,27.040001,235.02,15.72,50.009998,705.82001,15.43,39.259998,235.02,240.34,594.6500000000001
495758,35143.0,-1.0,26.0,1678.12,1679.48,41.599998,40.389999,60.560001,61.009998,68.870003,47.599998,55.720001,240.34,23.27,234.75,15.29,50.02,708.87,15.99,38.830002,234.75,240.34,676.2479890000001
495764,35149.0,-1.0,26.0,1461.7,1462.72,47.68,43.080002,64.849998,65.550003,68.290001,57.080002,58.27,240.34,30.219999,244.22,15.01,50.009998,701.82001,13.91,39.07,244.22,240.34,423.8309890000001
495770,35155.0,-1.0,26.0,1216.84,1217.47,44.68,40.560001,61.619999,58.639999,64.120003,48.84,55.990002,240.34,27.83,243.50999,14.4,50.0,694.12,11.57,38.34,243.50999,240.34,218.692
495776,35161.0,-1.0,25.700001,1142.98,1143.49,40.98,39.52,58.830002,61.57,65.330002,56.040001,57.900002,240.34,26.620001,239.44,13.8,50.0,693.5,10.86,37.549999,239.44,240.34,171.41401100000002
495782,35167.0,-1.0,25.0,1153.75,1154.26,44.07,42.060001,63.389999,60.77,64.720001,56.389999,57.950001,240.34,24.48,241.53,13.76,50.009998,689.92999,10.96,36.77,241.53,240.34,177.024
495788,35173.0,-1.0,25.0,1194.15,1194.74,45.34,42.139999,62.5,61.57,64.769997,56.700001,58.349998,209.61,31.700001,213.33,14.46,49.98,692.03003,11.35,36.639999,213.33,209.61,205.789011
495794,35179.0,-1.0,24.309999,1119.4399,1119.91,41.369999,40.080002,59.09,61.810001,65.300003,57.220001,58.939999,224.16,29.059999,231.34,14.79,50.009998,689.33002,10.64,36.209999,231.34,224.16,161.41498900000002
495800,35185.0,-1.0,24.0,1016.74,1017.1,40.650002,40.509998,60.669998,59.830002,62.740002,56.540001,58.419998,227.17,22.969999,239.99001,15.55,50.0,686.34003,9.6599998,35.48,239.99001,227.17,101.4760044
495806,35191.0,-1.0,24.0,937.60999,937.89001,44.459999,44.700001,64.830002,58.529999,60.16,56.220001,57.720001,244.73,31.299999,234.74001,17.92,50.0,685.90002,8.8999996,35.349998,234.74001,244.73,35.4319989
495812,35197.0,-1.0,24.0,1000.23,1000.62,42.549999,42.919998,61.299999,59.779999,61.639999,56.110001,57.66,244.73,32.279999,249.7,18.77,50.009998,691.54999,9.5,35.119999,249.7,244.73,86.6590022
495818,35203.0,44.98,24.629999,64.489998,63.709999,39.84,41.389999,59.139999,56.029999,58.990002,54.049999,57.240002,234.27,28.24,191.46001,19.370001,50.009998,688.13,0.57999998,34.810001,191.46001,234.27,-2.056
495824,35209.0,-1.0,24.959999,1193.51,1194.01,44.939999,44.07,62.119999,61.549999,64.370003,56.200001,57.779999,235.95,34.049999,230.44,19.34,50.009998,687.03998,11.34,34.77,230.44,235.95,227.260989
495830,35215.0,-1.0,25.0,1162.01,1162.49,41.349998,41.650002,59.209999,61.450001,64.330002,56.830002,58.380001,217.28,31.41,239.39,19.27,50.0,696.14001,11.05,35.049999,239.39,217.28,193.810011
495836,35221.0,-1.0,25.0,1161.73,1162.1801,41.990002,42.389999,60.540001,62.639999,66.059998,58.029999,59.470001,222.78,26.809999,225.96001,19.68,50.0,688.28003,11.04,35.299999,225.96001,222.78,194.899
495842,35227.0,-1.0,25.84,972.17999,972.39001,46.099998,43.619999,64.129997,57.099998,59.200001,54.830002,56.220001,222.10001,32.889999,234.32001,20.51,50.0,690.66998,9.2299995,35.599998,234.32001,222.10001,64.43900219999999
495848,35233.0,-1.0,26.0,926.94,927.08002,42.25,42.209999,59.220001,57.580002,58.900002,55.299999,56.610001,222.78,32.630001,224.64999,20.18,50.0,684.88,8.8000002,35.099998,224.64999,222.78,13.168
495854,35239.0,-1.0,26.0,928.01001,928.15002,40.98,42.32,60.720001,57.91,59.700001,55.099998,56.66,179.98,26.030001,189.25999,18.74,49.990002,690.40997,8.8100004,34.91,189.25999,179.98,31.021001100000003
495860,35245.0,-1.0,26.0,945.69,945.84998,44.950001,45.200001,64.980003,59.080002,60.439999,55.450001,56.779999,196.44,30.65,200.06,18.0,49.970001,688.23999,8.9799995,35.02,200.06,196.44,60.236997800000005
495866,35251.0,-1.0,26.0,927.04999,927.16998,42.950001,43.32,61.66,57.400002,58.259998,54.98,56.259998,196.44,31.91,191.97,17.52,50.0,691.62,8.8000002,34.700001,191.97,196.44,4.84099989
495872,35257.0,-1.0,26.0,1114.46,1114.98,40.720001,41.669998,59.52,60.02,62.43,55.450001,57.029999,196.44,30.17,195.21001,16.82,50.029999,698.87,10.59,34.799999,195.21001,196.44,157.135989
495878,35263.0,-1.0,26.0,1498.16,1499.28,42.099998,41.849998,60.580002,61.040001,67.870003,48.619999,56.799999,196.44,24.959999,201.3,16.530001,50.02,703.5,14.26,35.470001,201.3,196.44,457.963989
495884,35269.0,-1.0,26.0,1343.89,1344.77,47.220001,44.02,64.68,65.739998,68.389999,57.82,59.689999,196.44,29.08,199.00999,16.35,50.040001,702.21002,12.78,36.32,199.00999,196.44,329.60498900000005
495890,35275.0,-1.0,26.0,1533.36,1534.55,44.759998,40.52,61.470001,60.990002,66.209999,49.68,55.459999,196.44,28.93,200.5,16.1,50.009998,703.48999,14.6,36.439999,200.5,196.44,501.52400000000006
495896,35281.0,-1.0,26.0,1720.4399,1721.89,43.110001,40.709999,61.09,68.849998,71.959999,56.860001,59.610001,208.50999,30.27,206.48,15.32,50.009998,712.0,16.389999,37.23,206.48,208.50999,728.266967
495902,35287.0,-1.0,25.4,1778.28,1779.8101,39.73,38.950001,60.200001,64.790001,70.199997,50.060001,56.360001,207.42,25.93,208.58,15.43,50.009998,713.75,16.950001,37.580002,208.58,207.42,854.756022
495908,35293.0,-1.0,25.0,1792.0699,1793.66,38.52,38.400002,60.779999,68.419998,72.220001,57.360001,58.540001,207.42,22.01,211.52,15.47,50.0,723.56,17.08,37.790001,211.52,207.42,976.393978
495914,35299.0,-0.68000001,25.0,1797.65,1799.24,39.709999,39.060001,64.0,65.910004,70.940002,48.509998,57.169998,217.28999,22.27,221.57001,15.88,50.0,728.25,17.129999,38.099998,221.57001,217.28999,1482.83389
495920,35305.0,0.50999999,25.0,1798.09,1799.63,34.779999,37.060001,64.459999,66.07,70.620003,48.279999,56.580002,217.28999,20.9,225.50999,15.86,49.990002,739.39001,17.139999,38.200001,225.50999,217.28999,1766.733
495926,35311.0,-0.91000003,25.99,1793.34,1794.84,34.419998,37.5,63.52,63.470001,70.209999,46.939999,55.639999,230.47,20.219999,227.98,14.4,50.009998,725.13,17.09,38.259998,227.98,230.47,1224.895
495932,35317.0,1.58,26.0,1798.3,1799.74,34.439999,37.73,72.129997,72.400002,74.660004,45.459999,56.759998,236.82001,20.68,239.61,15.14,50.009998,746.09998,17.139999,38.360001,239.61,236.82001,1945.857
495938,35323.0,-0.5,26.0,1798.04,1799.4399,35.689999,39.450001,72.730003,71.389999,74.5,45.25,56.650002,249.12,21.16,247.98,15.36,50.009998,729.54999,17.129999,38.48,247.98,249.12,1659.142
495944,35329.0,0.25,26.0,1796.52,1797.8,35.66,39.459999,69.889999,70.919998,74.160004,44.91,56.119999,249.12,21.450001,249.2,15.24,50.0,736.04999,17.120001,38.700001,249.2,249.12,1609.345
495950,35335.0,1.35,25.98,1798.66,1800.01,33.59,37.139999,67.129997,71.709999,73.639999,44.099998,55.200001,264.48999,20.889999,257.64999,15.76,49.990002,745.01001,17.139999,38.509998,257.64999,264.48999,1970.508
495956,35341.0,-0.56999999,25.02,1779.0,1780.24,33.360001,36.830002,61.549999,68.440002,72.5,43.66,53.779999,255.71001,20.709999,254.83,15.87,50.009998,737.71997,16.950001,38.5,254.83,255.71001,1301.983
495962,35347.0,5.0999999,25.99,1800.65,1801.79,34.450001,37.810001,70.099998,71.970001,73.809998,45.25,55.549999,249.12,22.17,255.67,17.77,49.98,738.97998,17.16,38.740002,255.67,249.12,2086.811
495968,35353.0,-0.17,26.0,1776.49,1777.53,36.509998,39.990002,70.739998,70.050003,73.739998,44.73,55.77,263.39001,22.85,260.41,17.66,50.009998,735.42999,16.93,38.990002,260.41,263.39001,1501.897
495974,35359.0,-0.17,26.0,1796.5601,1797.58,36.240002,39.57,70.57,71.029999,74.129997,45.189999,56.119999,261.20001,22.969999,262.39001,17.219999,50.009998,735.0,17.120001,39.169998,262.39001,261.20001,1679.129
495980,35365.0,0.99000001,26.0,1766.6,1767.65,35.529999,38.610001,63.799999,68.339996,72.339996,43.990002,54.720001,263.06,23.049999,245.82001,18.280001,50.0,725.84998,16.83,39.189999,245.82001,263.06,1373.681
495986,35371.0,-0.80000001,26.0,1764.1,1765.14,35.599998,38.599998,66.650002,69.690002,73.370003,44.25,55.259998,256.69,22.98,241.03999,16.9,50.02,732.0,16.809999,39.200001,241.03999,256.69,1269.115
495992,35377.0,3.1099999,26.0,1798.6801,1799.77,34.59,37.450001,67.0,71.919998,73.620003,44.549999,55.43,256.81,22.6,253.16,17.15,50.0,746.03998,17.139999,39.18,253.16,256.81,1965.60189
495998,35383.0,-1.0,26.0,1717.98,1719.02,34.5,37.5,62.290001,68.110001,72.599998,43.560001,54.110001,242.53999,22.32,246.0,16.610001,49.98,715.59998,16.370001,39.09,246.0,242.53999,853.3919670000001
496004,35389.0,-1.0,25.48,1724.3,1725.4399,40.419998,40.380001,62.07,65.230003,70.849998,48.970001,57.369999,242.53999,23.92,248.89999,16.379999,49.950001,716.01001,16.43,38.91,248.89999,242.53999,832.0189780000001
496010,35395.0,-1.0,25.0,1688.5,1689.77,45.240002,41.200001,64.349998,64.699997,69.290001,50.439999,56.130001,244.73,29.809999,242.58,16.040001,50.0,708.29999,16.08,38.900002,242.58,244.73,686.3459890000001
496016,35401.0,-1.0,24.540001,1722.8101,1724.17,45.740002,42.439999,63.060001,68.75,72.040001,56.459999,59.720001,233.44,32.349998,241.88,15.69,50.02,710.65002,16.41,38.200001,241.88,233.44,726.7930000000001
496022,35407.0,-1.0,24.0,1593.59,1594.79,42.27,39.720001,61.169998,63.259998,68.370003,49.799999,55.740002,224.98,27.91,229.23,15.21,50.009998,704.25,15.18,38.25,229.23,224.98,565.291
496028,35413.0,-1.0,24.0,1778.8101,1780.26,41.790001,39.540001,62.150002,69.18,72.889999,56.560001,59.619999,224.98,23.709999,228.27,14.97,50.009998,717.78003,16.950001,37.900002,228.27,224.98,856.8349780000001
496034,35419.0,-1.0,24.0,1757.29,1758.75,39.830002,38.549999,62.689999,63.57,70.580002,47.610001,56.23,239.25,22.139999,232.2,14.71,50.029999,710.33002,16.75,38.200001,232.2,239.25,806.4000000000001
496040,35425.0,-1.0,24.0,1742.01,1743.46,40.330002,38.490002,62.18,63.27,69.919998,50.450001,55.650002,239.25,22.16,237.06,14.61,50.02,711.96002,16.6,38.400002,237.06,239.25,851.7750000000001
496046,35431.0,-1.0,24.0,1790.47,1792.01,36.470001,37.189999,60.950001,64.199997,70.629997,47.48,56.290001,251.32001,20.68,250.34,14.34,49.990002,719.13,17.059999,38.369999,250.34,251.32001,1218.4930000000002
496052,35437.0,-1.01,24.0,1716.72,1718.15,45.990002,42.029999,64.879997,68.900002,72.209999,55.169998,59.419998,241.44,29.389999,239.45,13.52,49.990002,713.13,16.360001,38.32,239.45,241.44,767.9770110000001
496058,35443.0,-1.01,23.9,1663.05,1664.33,45.389999,41.66,62.360001,66.760002,70.07,56.970001,58.619999,241.44,31.629999,234.12,13.28,49.98,706.17999,15.84,37.810001,234.12,241.44,651.916
496064,35449.0,-1.01,23.049999,1789.88,1791.4,41.59,38.84,61.060001,64.650002,69.900002,49.939999,56.049999,227.17,27.110001,222.52,12.93,49.98,716.94,17.059999,37.759998,222.52,227.17,842.5680000000001
496070,35455.0,-1.01,23.0,1538.66,1539.76,40.490002,38.650002,58.98,65.290001,68.650002,55.740002,57.360001,242.53999,28.139999,232.52,12.9,50.009998,697.45001,14.65,37.82,232.52,242.53999,500.699
496076,35461.0,-1.01,22.940001,990.78003,991.01001,46.330002,42.09,64.080002,62.200001,64.989998,57.66,58.98,237.86,25.559999,200.34,15.32,49.970001,684.60999,9.4099998,36.900002,200.34,237.86,90.5530033
496082,35467.0,-1.01,22.639999,1241.03,1241.63,43.860001,41.75,62.779999,60.720001,63.490002,56.580002,58.099998,188.75999,30.629999,205.14999,13.52,49.98,694.32001,11.8,35.700001,205.14999,188.75999,244.564011
496088,35473.0,-1.01,22.110001,976.88,977.10999,40.939999,39.98,59.869999,56.619999,58.68,54.5,56.029999,188.75999,28.17,183.42999,13.09,49.98,692.91998,9.2700005,35.360001,183.42999,188.75999,63.92200000000001
496094,35479.0,-1.01,22.0,1537.71,1538.8199,40.259998,39.09,60.209999,59.279999,66.919998,48.959999,55.630001,188.75999,22.0,188.42999,12.68,49.970001,717.08002,14.64,35.599998,188.42999,188.75999,549.9680000000001
496100,35485.0,2.79,22.02,1798.5699,1800.0601,38.389999,38.0,69.290001,67.25,71.349998,48.900002,58.150002,186.56,20.110001,187.05,12.61,49.98,747.26001,17.139999,36.48,187.05,186.56,1952.006
496106,35491.0,0.1,22.959999,1798.0699,1799.5699,38.889999,38.009998,67.519997,67.669998,71.690002,49.150002,58.369999,290.10999,21.120001,302.73999,11.88,50.0,734.87,17.139999,36.779999,302.73999,290.10999,1688.622
496112,35497.0,-1.0,22.0,1651.96,1653.25,41.860001,39.91,61.080002,67.120003,70.440002,57.150002,58.939999,283.14999,29.18,276.19,12.34,50.0,706.32001,15.74,37.02,276.19,283.14999,799.481022
496118,35503.0,-0.52999997,22.0,1781.97,1783.45,35.529999,36.310001,61.91,65.610001,70.309998,49.580002,56.560001,283.14999,22.530001,278.94,13.7,50.0,720.47998,16.98,37.139999,278.94,283.14999,1434.1260000000002
496124,35509.0,-0.86000001,22.0,1717.9399,1719.39,38.130001,37.93,60.84,68.050003,71.040001,56.799999,58.540001,268.88,26.459999,269.89001,14.99,49.98,723.12,16.370001,37.59,269.89001,268.88,951.588989
